web-scraper-order,web-scraper-start-url,rank,Youtuber,subscribers,video views,video count,category,started
"1699959846-177","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","177","Adisebaba Cuentos infantiles en Español","1,450,000","321,225,906","249","Music","2017"
"1699959846-178","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","178","AlcolirykoZ","448,000","319,627,301","162","Music","2009"
"1699959846-179","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","179","FULLGASS","1,490,000","318,055,201","1,494","People & Blogs","2012"
"1699959846-180","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","180","José Alvarado","904,000","317,185,508","902","Entertainment","2017"
"1699959846-181","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","181","Nanpa Básico Letras","642,000","314,881,728","137","Music","2018"
"1699959846-182","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","182","JORPA _17","2,460,000","312,670,289","2,052","Gaming","2013"
"1699959846-183","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","183","Internautismo","769,000","312,199,785","361","Comedy","2007"
"1699959846-184","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","184","FUNDACIÓN CASA DE ORACIÓN DE MARÍA INMACULADA","1,800,000","307,720,140","1,003","Music","2011"
"1699959846-185","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","185","JuanDa Stories","925,000","305,393,838","1,195","People & Blogs","2018"
"1699959846-186","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","186","Epidemic77","3,250,000","303,463,635","359","Music","2015"
"1699959846-187","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","187","La Voz Teens","652,000","302,362,321","236","Entertainment","2016"
"1699959846-188","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","188","El Rastro","1,250,000","301,376,004","113","News & Politics","2016"
"1699959846-189","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","189","Los Informantes","1,170,000","295,018,486","2,051","News & Politics","2018"
"1699959846-190","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","190","Daniel Calderón y Los Gigantes","263,000","291,921,351","77","Music","2007"
"1699959846-191","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","191","Libardo Isaza","4,760,000","289,940,349","234","People & Blogs","2014"
"1699959846-192","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","192","Jeremy James","789,000","289,872,470","273","People & Blogs","2015"
"1699959846-193","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","193","EL HERALDO","527,000","289,102,464","11,373","News & Politics","2009"
"1699959846-194","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","194","El Sergio Bc","631,000","288,233,429","744","People & Blogs","2015"
"1699959846-195","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","195","LinaLuz Oficial","2,030,000","284,690,447","1,539","People & Blogs","2016"
"1699959846-196","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","196","Nico Hernández","459,000","284,214,407","90","Music","2014"
"1699959846-197","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","197","Freddy Burbano Oficial","362,000","278,783,176","61","Music","2016"
"1699959846-198","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","198","Fumaratto Ferroso","810,000","278,030,701","179","Music","2012"
"1699959846-199","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","199","Laura Mejia","2,340,000","277,048,815","530","Howto & Style","2015"
"1699959846-200","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","200","Melanie Diaz y Sus Ocurrencias Oficial","1,160,000","276,555,598","395","Entertainment","2015"
"1699959846-201","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","201","El Imperio de Cartagena","527,000","271,033,848","387","Music","2015"
"1699959846-202","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","202","fashionbycarol","2,380,000","267,605,652","657","Howto & Style","2013"
"1699959846-203","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","203","Peter Manjarrés","377,000","267,039,511","254","Music","2009"
"1699959846-204","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","204","Herencia De Timbiqui","432,000","266,368,110","125","Music","2013"
"1699959846-205","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","205","avianca","84,100","265,950,953","1,627","Travel & Events","2011"
"1699959846-206","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","206","FactyKilian","1,560,000","263,246,021","126","Entertainment","2012"
"1699959846-207","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","207","Jorge Ochoa","448,000","256,769,071","1,264","People & Blogs","2012"
"1699959846-208","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","208","Mauricio PC","529,000","248,286,630","374","Entertainment","2011"
"1699959846-209","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","209","TobiAnimados","697,000","247,678,239","93","Film & Animation","2011"
"1699959846-210","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","210","Sivanz","286,000","247,603,857","413","Music","2017"
"1699959846-211","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","211","Kevin Florez","442,000","246,890,573","334","Music","2010"
"1699959846-212","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","212","Art & Crafts","1,710,000","244,822,652","500","Howto & Style","2016"
"1699959846-213","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","213","W Radio Colombia","740,000","242,469,786","15,188","Entertainment","2013"
"1699959846-214","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","214","Soley","645,000","241,848,405","660","Music","2018"
"1699959846-215","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","215","Jeison Rodriguez","553,000","241,519,836","1,050","Entertainment","2014"
"1699959846-216","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","216","TUPUNTOSEX","1,130,000","237,970,981","856","Education","2011"
"1699959846-217","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","217","Cheo Gallego","1,650,000","235,476,095","77","Music","2012"
"1699959846-218","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","218","Kballero Rap","548,000","234,296,404","233","Music","2015"
"1699959846-219","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","219","Blu Radio","665,000","227,362,203","14,872","Entertainment","2012"
"1699959846-220","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","220","Santa Misa Cosmovision","1,130,000","226,009,154","17,293","Entertainment","2013"
"1699959846-221","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","221","ANDRÉS WG","1,070,000","225,680,621","309","People & Blogs","2022"
"1699959846-222","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","222","Iván Villazón","337,000","224,548,087","695","Music","2012"
"1699959846-223","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","223","Deejay Maquina Oficial","699,000","224,345,655","735","Music","2012"
"1699959846-224","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","224","Legarda","1,460,000","223,981,720","8","Music","2011"
"1699959846-225","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","225","SoyHappyTech","1,600,000","221,561,493","1,461","Science & Technology","2009"
"1699959846-226","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","226","JeanCarlo León","5,020,000","220,419,229","319","Entertainment","2014"
"1699959846-227","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","227","Caracol Radio","788,000","220,073,687","18,004","Music","2011"
"1699959846-228","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","228","Zaider","409,000","218,886,247","164","Music","2014"
"1699959846-229","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","229","La Loquera Producciones Oficial","791,000","218,689,862","974","Music","2010"
"1699959846-230","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","230","María Elena Barrera Burgos. Canal Oficial","1,190,000","218,686,653","1,181","People & Blogs","2013"
"1699959846-231","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","231","Giovanny Ayala Oficial","302,000","216,910,236","142","Music","2016"
"1699959846-232","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","232","LuLYeah","1,250,000","216,853,663","635","Gaming","2013"
"1699959846-233","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","233","Alejo Suárez","2,200,000","216,212,242","210","People & Blogs","2014"
"1699959846-234","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","234","CervezaPokerColombia","205,000","216,193,113","536","Entertainment","2010"
"1699959846-235","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","235","Sam Dante","1,020,000","215,225,515","276","Entertainment","2012"
"1699959846-236","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","236","Brujita Telenovelera","637,000","214,382,938","930","Film & Animation","2009"
"1699959846-237","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","237","Francisco Ochoa Inglés Fácil","2,980,000","211,498,238","460","Education","2008"
"1699959846-238","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","238","Vallenato En Vivo Oficial","315,000","209,834,528","1,488","Music","2014"
"1699959846-239","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","239","TatanMorenoR","195,000","209,596,506","186","Autos & Vehicles","2008"
"1699959846-240","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","240","JJB PRODUCCIONES","161,000","208,437,087","59","Music","2010"
"1699959846-241","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","241","Diego Cadena","1,040,000","207,544,433","189","Entertainment","2020"
"1699959846-242","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","242","KAROL G NOTICIAS","1,070,000","207,268,877","518","Entertainment","2016"
"1699959846-243","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","243","Padre Marcos Galvis","816,000","206,248,334","3,454","People & Blogs","2017"
"1699959846-244","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","244","MasterChef Colombia","344,000","205,071,624","2,350","People & Blogs","2019"
"1699959846-245","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","245","La mafe mendez","3,370,000","205,040,194","89","Entertainment","2014"
"1699959846-246","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","246","Pabe","705,000","204,686,791","596","Comedy","2016"
"1699959846-247","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","247","Pipe Calderon","366,000","204,396,292","134","Entertainment","2010"
"1699959846-248","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","248","The Speed King","418,000","203,802,884","47","Autos & Vehicles","2011"
"1699959846-249","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","249","Noticias Telemedellín","382,000","199,793,105","83,880","News & Politics","2008"
"1699959846-250","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","250","Bianki Place","2,500,000","197,349,962","276","People & Blogs","2011"
"1699959846-251","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","251","250crash250","238,000","197,143,936","1,343","Gaming","2012"
"1699959846-252","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","252","Amen Comunicaciones","797,000","195,110,881","2,834","Nonprofits & Activism","2010"
"1699959846-253","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","253","DJ HOLMES SALSA","233,000","194,845,975","720","Music","2011"
"1699959846-254","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","254","Farid Ortiz","229,000","193,824,823","264","People & Blogs","2015"
"1699959846-255","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","255","CONSTRUCTOR COLOMBIA","40,500","192,316,620","1,116","Howto & Style","2009"
"1699959846-256","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","256","JB en ATV","353,000","190,394,056","883","People & Blogs","2014"
"1699959846-257","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","257","Google Colombia","60,300","189,639,483","217","Education","2011"
"1699959846-258","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","258","AAINJAA PRODUCCIONES","549,000","185,974,106","286","Music","2013"
"1699959846-259","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","259","Noticias RCN","1,070,000","184,916,937","20,015","News & Politics","2015"
"1699959846-260","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","260","Kike Jav","1,130,000","183,710,337","209","People & Blogs","2016"
"1699959846-261","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","261","Dayme & El High","532,000","182,203,411","49","Music","2014"
"1699959846-262","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","262","La Pulla","1,350,000","181,394,248","463","News & Politics","2016"
"1699959846-263","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","263","YULIANA L&A LLOREDA","245,000","181,064,873","2,031","People & Blogs","2011"
"1699959846-264","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","264","Dey Palencia Reyes","847,000","180,941,148","2,460","Sports","2011"
"1699959846-265","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","265","Banco Davivienda Colombia","208,000","179,148,997","2,422","Science & Technology","2010"
"1699959846-266","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","266","Brayan","1,210,000","178,948,177","618","Music","2012"
"1699959846-267","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","267","DEKKO","961,000","178,526,746","57","Music","2019"
"1699959846-268","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","268","Oficial Big Stan","459,000","178,019,432","262","Music","2010"
"1699959846-269","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","269","Canal1","694,000","178,004,784","7,452","Entertainment","2017"
"1699959846-270","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","270","Yo Me Llamo edición Colombia","742,000","176,071,481","2,797","Entertainment","2019"
"1699959846-271","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","271","ღDeiSugarღ","654,000","171,038,544","273","","2021"
"1699959846-272","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","272","SteVENDETTA","520,000","170,190,546","494","Entertainment","2016"
"1699959846-273","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","273","Jorge Bermudez","541,000","170,170,325","3,520","News & Politics","2018"
"1699959846-274","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","274","LosZens","1,960,000","169,726,966","163","Gaming","2017"
"1699959846-275","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","275","IsAac 19","1,250,000","167,676,968","1,099","Entertainment","2018"
"1699959846-276","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","276","AKT Motos","82,900","167,481,242","709","Autos & Vehicles","2008"
"1699959846-277","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","277","Canal REDMÁSTV","709,000","167,144,532","7,086","People & Blogs","2012"
"1699959846-278","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","278","Cristian Ramirez TV","398,000","165,700,586","1,730","Sports","2014"
"1699959846-279","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","279","Diego Ferdynan","217,000","165,349,035","801","Entertainment","2018"
"1699959846-280","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","280","Los Hermanos Medina","213,000","164,921,375","216","Music","2015"
"1699959846-281","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","281","❤️NiNi","942,000","163,834,132","613","Entertainment","2017"
"1699959846-282","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","282","Kurko","2,580,000","163,536,766","186","People & Blogs","2016"
"1699959846-283","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","283","CUTO SOSA","199,000","162,856,021","1,526","Music","2009"
"1699959846-284","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","284","Smart Academia","507,000","160,627,436","498","","2014"
"1699959846-285","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","285","Palabra de Gol","577,000","160,150,168","1,902","Sports","2016"
"1699959846-286","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","286","Kia Colombia","81,500","159,852,812","367","Autos & Vehicles","2010"
"1699959846-287","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","287","Wicca Escuela De La MAGIA","560,000","159,709,580","5,727","People & Blogs","2011"
"1699959846-288","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","288","Alejo Vergel","367,000","159,479,946","2,241","News & Politics","2009"
"1699959846-289","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","289","Pasabordo","296,000","158,925,809","217","Music","2011"
"1699959846-290","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","290","Audio Directo // Revolutionary Films","461,000","158,472,755","177","People & Blogs","2015"
"1699959846-291","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","291","Mario Cardona Mas Familias","871,000","158,281,935","3,626","People & Blogs","2016"
"1699959846-292","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","292","Bebe Timo","783,000","156,129,864","719","Gaming","2017"
"1699959846-293","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","293","Pancracio","1,330,000","155,000,551","314","Gaming","2016"
"1699959846-294","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","294","Giblack Music","408,000","154,066,222","63","Music","2011"
"1699959846-295","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","295","Maqui015 ♥","2,070,000","154,055,412","421","Howto & Style","2012"
"1699959846-296","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","296","Jael Peñaloza","1,020,000","153,564,537","221","Film & Animation","2009"
"1699959846-297","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","297","RED MÁS Noticias","415,000","153,237,061","55,041","News & Politics","2013"
"1699959846-298","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","298","VIDA Y VIAJES DE LUCHO  😆👍🇨🇴 - canal militar","261,000","153,056,128","4,938","Film & Animation","2009"
"1699959846-299","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","299","Candy Bu","785,000","152,455,005","847","Howto & Style","2012"
"1699959846-300","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","300","iam_marwa","504,000","152,237,561","2,378","Travel & Events","2014"
"1699959846-301","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","301","Luisa Fernanda W","4,550,000","151,678,439","25","People & Blogs","2013"
"1699959846-302","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","302","Creaciones Ángela","378,000","150,996,974","292","Entertainment","2012"
"1699959846-303","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","303","Alcaldía de Bogotá","64,900","149,345,746","4,264","News & Politics","2016"
"1699959846-304","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","304","DoctorJavier E Moreno Medico Alternativo","2,430,000","148,426,231","2,029","Howto & Style","2010"
"1699959846-305","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","305","Yescar Gameplays en Español","636,000","147,735,262","3,067","Gaming","2011"
"1699959846-306","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","306","Andrés Cepeda - Topic","158,000","147,631,964","390","Music","2013"
"1699959846-307","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","307","Nicolas Arrieta","2,240,000","146,730,890","257","Comedy","2008"
"1699959846-308","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","308","TattoXtreme","1,160,000","146,597,102","360","Entertainment","2013"
"1699959846-309","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","309","iTops","734,000","146,253,281","213","Nonprofits & Activism","2016"
"1699959846-310","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","310","Eliza Garcia","377,000","145,814,017","576","Entertainment","2013"
"1699959846-311","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","311","Mario Ruiz","3,590,000","145,803,343","126","Comedy","2013"
"1699959846-312","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","312","Nuestra Tele Internacional","323,000","145,271,563","10,092","Entertainment","2013"
"1699959846-313","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","313","Tareasplus","468,000","144,449,524","4,977","Education","2011"
"1699959846-314","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","314","DosRayos","1,070,000","144,155,399","537","People & Blogs","2018"
"1699959846-315","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","315","El pensante","477,000","143,779,007","1,776","Entertainment","2014"
"1699959846-316","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","316","Zarate Arte","780,000","143,466,629","476","Howto & Style","2015"
"1699959846-317","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","317","Alan Ramírez","200,000","142,820,127","88","Entertainment","2016"
"1699959846-318","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","318","Jeloz","224,000","142,386,397","56","Music","2013"
"1699959846-319","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","319","Invertir Mejor","1,300,000","141,818,382","850","Education","2010"
"1699959846-320","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","320","Proyectatumente","1,170,000","141,790,479","188","People & Blogs","2014"
"1699959846-321","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","321","BRAVÍSSIMO CITYTV","415,000","141,170,836","13,124","Entertainment","2012"
"1699959846-322","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","322","Deko Uñas by Diana Diaz","1,630,000","140,879,698","356","Howto & Style","2013"
"1699959846-323","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","323","KIDSPLACE TOWN","383,000","140,742,279","546","Entertainment","2016"
"1699959846-324","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","324","Yandar & Yostin","217,000","140,255,355","134","Entertainment","2013"
"1699959846-325","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","325","Juanse Laverde","1,650,000","138,398,236","144","People & Blogs","2017"
"1699959846-326","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","326","JasperDev","1,440,000","137,360,854","113","Gaming","2015"
"1699959846-327","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","327","Nelson Torres Zumba","200,000","136,927,080","258","People & Blogs","2015"
"1699959846-328","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","328","Germán Rodezel","2,030,000","136,528,296","206","Music","2012"
"1699959846-329","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","329","M3 Producciones","307,000","135,986,687","1,641","Sports","2010"
"1699959846-330","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","330","Argemiro Jaramillo Music","270,000","135,711,788","570","Music","2010"
"1699959846-331","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","331","Adriana Lucía","288,000","135,486,222","98","Music","2013"
"1699959846-332","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","332","Nicolás Barbosa","484,000","135,331,675","414","Entertainment","2016"
"1699959846-333","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","333","Gol Caracol","822,000","135,249,366","4,167","Sports","2009"
"1699959846-334","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","334","MAIA MUSICAL","268,000","134,784,119","40","Music","2014"
"1699959846-335","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","335","Oidores & Hacedores","1,390,000","134,406,623","221","People & Blogs","2010"
"1699959846-336","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","336","Familia Ibañez","331,000","134,195,530","1,860","Music","2016"
"1699959846-337","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","337","Randombox","675,000","133,729,358","121","Entertainment","2014"
"1699959846-338","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","338","La Etnnia 5-27","229,000","133,092,751","206","Music","2010"
"1699959846-339","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","339","Pulzo","413,000","132,951,430","5,355","News & Politics","2013"
"1699959846-340","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","340","CityTv","351,000","132,068,826","25,041","News & Politics","2014"
"1699959846-341","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","341","Paisa","2,310,000","131,853,635","531","Entertainment","2010"
"1699959846-342","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","342","Luisito Muñoz","204,000","131,711,037","136","Music","2012"
"1699959846-343","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","343","Autos Full","509,000","131,532,072","2,187","Autos & Vehicles","2016"
"1699959846-344","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","344","Carolina Gaitán - La Gaita","247,000","131,416,238","54","Music","2017"
"1699959846-345","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","345","Hebert Vargas Oficial","232,000","130,733,645","369","People & Blogs","2014"
"1699959846-346","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","346","Canal Teleantioquia","542,000","130,344,376","39,873","People & Blogs","2009"
"1699959846-347","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","347","GrupoKvrass","214,000","130,050,720","216","Music","2014"
"1699959846-348","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","348","RCN Radio","424,000","127,708,613","6,347","Gaming","2011"
"1699959846-349","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","349","CABLENOTICIAS","406,000","127,070,531","28,680","News & Politics","2011"
"1699959846-350","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","350","PauVlogs","2,020,000","126,600,564","176","Entertainment","2012"
"1699959846-351","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","351","Dostin Hurtado","1,240,000","126,183,587","517","Education","2011"
"1699959846-352","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","352","Everest Films","167,000","125,945,725","71","Music","2008"
"1699959846-353","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","353","ZebazPvD","430,000","125,682,883","3,030","Gaming","2012"
"1699959846-354","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","354","DIAZTO TE INFORMA","192,000","125,379,733","333","","2017"
"1699959846-355","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","355","DJ Jader Tremendo","264,000","124,599,398","87","People & Blogs","2018"
