web-scraper-order,web-scraper-start-url,rank,Youtuber,subscribers,video views,video count,category,started
"1699959846-539","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","539","Tende Tops","349,000","66,665,989","150","Entertainment","2017"
"1699959846-540","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","540","Las Villa","113,000","66,647,674","61","People & Blogs","2013"
"1699959846-541","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","541","Autosdeprimera","229,000","66,597,161","762","Autos & Vehicles","2010"
"1699959846-542","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","542","Fundación Ernesto McCausland","156,000","66,251,934","189","Music","2008"
"1699959846-543","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","543","Juana Martinez","2,160,000","65,645,201","121","People & Blogs","2009"
"1699959846-544","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","544","Noticias de Ultima Hora Venezuela","348,000","64,856,106","1,622","Entertainment","2017"
"1699959846-545","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","545","Tutoriales de arquitectura","378,000","64,676,557","863","People & Blogs","2013"
"1699959846-546","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","546","BuenVallenato","556,000","64,176,861","238","Music","2009"
"1699959846-547","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","547","JoseanSc - Clash of Clans & Clash Royale","338,000","63,693,441","509","Gaming","2015"
"1699959846-548","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","548","Omar Geles","193,000","63,655,625","240","Music","2011"
"1699959846-549","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","549","Saigon Videos","157,000","63,620,665","20","","2014"
"1699959846-550","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","550","REY DEPORTIVO","238,000","63,481,394","2,085","Sports","2014"
"1699959846-551","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","551","BrithOficial","2,130,000","63,425,703","287","Gaming","2014"
"1699959846-552","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","552","This is Brayan","402,000","63,112,673","318","Music","2015"
"1699959846-553","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","553","El Cristian gonzalez","329,000","62,796,171","395","Entertainment","2016"
"1699959846-554","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","554","Music Tutorials","585,000","62,757,894","880","Education","2015"
"1699959846-555","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","555","Mas Alla Del Corazon","120,000","62,587,638","205","People & Blogs","2015"
"1699959846-556","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","556","CARAMELO ORQUESTA","114,000","62,489,587","156","Music","2008"
"1699959846-557","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","557","Diana TC","1,910,000","62,359,644","140","Gaming","2013"
"1699959846-558","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","558","Popular - DETONANTES jhonbay","93,700","61,870,022","125","Entertainment","2013"
"1699959846-559","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","559","Colombia Fans","280,000","61,825,828","847","People & Blogs","2018"
"1699959846-560","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","560","BROMAS Y MÁS TVOAQUI","333,000","61,805,542","229","Education","2013"
"1699959846-561","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","561","fredy edx","196,000","61,601,965","2,626","Entertainment","2015"
"1699959846-562","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","562","Cartoons4ever","0","61,537,779","378","People & Blogs","2017"
"1699959846-563","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","563","El Corrillo","600,000","61,448,751","239","Music","2014"
"1699959846-564","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","564","Cami Zuluaga","1,240,000","61,340,208","186","Film & Animation","2014"
"1699959846-565","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","565","AstrA","100,000","61,327,600","19","Music","2015"
"1699959846-566","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","566","Las2orillas","223,000","61,120,501","2,625","News & Politics","2013"
"1699959846-567","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","567","TrineoTV","521,000","61,013,519","150","Comedy","2011"
"1699959846-568","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","568","LUBRIDERM®","8,080","60,957,966","30","","2016"
"1699959846-569","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","569","Noti Tops","476,000","60,912,646","265","Entertainment","2016"
"1699959846-570","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","570","Jose David GO","272,000","60,813,044","225","Comedy","2016"
"1699959846-571","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","571","ANDRU","384,000","60,630,850","600","Entertainment","2012"
"1699959846-572","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","572","Juanpablo 31","862,000","60,284,759","243","Gaming","2013"
"1699959846-573","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","573","EdwinElCapoTV","810,000","60,077,241","146","People & Blogs","2017"
"1699959846-574","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","574","Sophie Giraldo","3,320,000","59,751,707","52","People & Blogs","2014"
"1699959846-575","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","575","Señal Colombia","204,000","59,391,185","4,789","People & Blogs","2008"
"1699959846-576","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","576","BugBuho","481,000","59,190,645","915","Entertainment","2015"
"1699959846-577","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","577","ComprasyVendesBogota","120,000","58,990,083","639","People & Blogs","2011"
"1699959846-578","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","578","Sebastian Silva","1,290,000","58,911,895","202","People & Blogs","2014"
"1699959846-579","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","579","Dragon Superior","1,390,000","58,063,363","541","Entertainment","2015"
"1699959846-580","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","580","SANTIAGO GUTIERREZ VILLEGAS","146,000","57,625,543","4,667","Entertainment","2010"
"1699959846-581","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","581","Johny Johny El Bebé - Canciones Infantiles","217,000","57,591,822","18","Music","2016"
"1699959846-582","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","582","♥ Luz ASMR ♥","306,000","57,439,297","482","People & Blogs","2015"
"1699959846-583","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","583","Jimenito1010","263,000","57,265,605","106","Film & Animation","2011"
"1699959846-584","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","584","PatroxWarez Oficial","368,000","56,986,626","278","Gaming","2018"
"1699959846-585","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","585","Juan López Porras","34,200","56,735,696","1,581","Comedy","2011"
"1699959846-586","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","586","LA FM Colombia","195,000","56,470,176","4,258","News & Politics","2012"
"1699959846-587","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","587","Krisbel","234,000","56,215,081","210","Entertainment","2019"
"1699959846-588","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","588","Dave Bolaño","196,000","56,004,080","119","Music","2009"
"1699959846-589","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","589","The Mills","110,000","55,970,840","105","Music","2014"
"1699959846-590","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","590","Ангел Кортез","40,626","55,701,719","1,511","Film & Animation","2013"
"1699959846-591","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","591","Grupo Aval","30,600","55,563,019","1,484","Howto & Style","2013"
"1699959846-592","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","592","Yuranis Leon","222,000","55,542,129","33","Music","2018"
"1699959846-593","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","593","Vibra Music Entertainment","112,000","55,450,839","5,816","Music","2010"
"1699959846-594","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","594","Next MMA","153,000","55,449,176","518","Sports","2016"
"1699959846-595","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","595","Jose Vasquez","573,000","55,215,323","149","Music","2011"
"1699959846-596","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","596","Café Matiz","13,800","55,170,644","95","","2012"
"1699959846-597","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","597","Matías Restrepo","122,000","55,032,473","22","","2015"
"1699959846-598","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","598","Paper Orchids","49,600","54,506,997","84","Music","2009"
"1699959846-599","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","599","Q'Rico recetas","359,000","54,489,737","599","People & Blogs","2021"
"1699959846-600","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","600","XLS GAMER TM","107,000","54,489,509","139","Entertainment","2016"
"1699959846-601","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","601","SOG","85,300","54,416,098","21","Music","2017"
"1699959846-602","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","602","Jeivy Dance","155,000","54,373,445","74","Music","2014"
"1699959846-603","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","603","Editronikx","501,000","54,232,426","994","Science & Technology","2007"
"1699959846-604","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","604","Tuvi Digital","465,000","53,675,951","395","Howto & Style","2012"
"1699959846-605","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","605","CAMILO MD","182,000","53,428,131","1,399","Sports","2018"
"1699959846-606","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","606","DIY Marshel Random","255,000","53,208,878","753","Howto & Style","2013"
"1699959846-607","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","607","Colombia Hoy 🇨🇴","159,000","53,007,642","2,164","News & Politics","2013"
"1699959846-608","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","608","DJ JUANDI","142,000","52,944,162","58","Music","2020"
"1699959846-609","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","609","SíHayCine","23,700","52,930,925","1,800","Film & Animation","2011"
"1699959846-610","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","610","StivenelvroPlus","364,000","52,886,269","14","Gaming","2021"
"1699959846-611","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","611","El Ingeniero","329,000","52,577,786","930","Autos & Vehicles","2016"
"1699959846-612","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","612","Tatto Vlogs","469,000","52,520,083","228","Entertainment","2018"
"1699959846-613","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","613","Rolando Ochoa","132,000","52,311,998","375","Music","2014"
"1699959846-614","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","614","Notiviral Noticias y Entretenimiento","234,000","51,984,963","1,285","News & Politics","2017"
"1699959846-615","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","615","Gustavo Petro","196,000","51,889,016","981","News & Politics","2016"
"1699959846-616","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","616","Haniel Tech","206,000","51,667,106","293","Education","2016"
"1699959846-617","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","617","Padre Bernardo Moncada","452,000","51,625,371","4,102","Education","2014"
"1699959846-618","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","618","Mestiza Music TV","375,000","51,199,681","8","Music","2011"
"1699959846-619","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","619","Bon Bon Bum","4,980","50,995,690","392","","2010"
"1699959846-620","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","620","3D Corazones","71,100","50,891,063","38","Music","2011"
"1699959846-621","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","621","Rey Produccion TV","90,600","50,871,165","2,650","Music","2008"
"1699959846-622","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","622","Arturo Báez Velásquez","86,100","50,858,047","1,171","Music","2011"
"1699959846-623","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","623","Jordan Rosas","640,000","50,833,835","100","Entertainment","2013"
"1699959846-624","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","624","BeToYou","71,400","50,794,769","164","Music","2013"
"1699959846-625","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","625","Tecnosys","461,000","50,747,663","350","Science & Technology","2014"
"1699959846-626","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","626","Pánico 2.0","2,590,000","50,485,853","25","","2017"
"1699959846-627","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","627","David Ramirez Serna","260,000","50,279,245","173","Comedy","2013"
"1699959846-628","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","628","Consuelo Guzmán","412,000","50,110,233","308","Howto & Style","2012"
"1699959846-629","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","629","Jugando con los Parceros","185,000","50,072,566","196","Gaming","2014"
"1699959846-630","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","630","Camilo Gaviria","281,000","49,980,340","116","Entertainment","2012"
"1699959846-631","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","631","Parceros","419,000","49,767,341","305","Film & Animation","2013"
"1699959846-632","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","632","Jorge Salazar YT","401,000","49,474,016","532","Entertainment","2015"
"1699959846-633","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","633","B Noize","159,000","49,458,269","811","Music","2011"
"1699959846-634","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","634","Soland Fandubs","436,000","49,415,241","328","","2017"
"1699959846-635","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","635","Dedica Canciones","87,200","49,400,513","94","Music","2011"
"1699959846-636","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","636","Renofandub","247,000","49,232,940","495","Nonprofits & Activism","2011"
"1699959846-637","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","637","JuanTu3","253,000","49,004,167","399","Howto & Style","2012"
"1699959846-638","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","638","David Correa Arévalo","61,545","48,936,206","5,221","Sports","2009"
"1699959846-639","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","639","TrailersTC","99,079","48,699,008","301","Film & Animation","2015"
"1699959846-640","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","640","Reves Producciones","111,000","48,617,931","742","Entertainment","2015"
"1699959846-641","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","641","Viral Top","187,000","48,347,454","880","Entertainment","2017"
"1699959846-642","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","642","MIGUEL ARRAZOLA","652,000","48,055,948","1,806","People & Blogs","2013"
"1699959846-643","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","643","Maxiolly","77,300","48,042,812","21","Music","2015"
"1699959846-644","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","644","La Casa Del Vallenato","75,900","47,936,286","95","Music","2016"
"1699959846-645","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","645","𝐀𝐍𝐀 𝐃𝐄𝐋 𝐂𝐀𝐒𝐓𝐈𝐋𝐋𝐎","252,000","47,693,067","47","People & Blogs","2015"
"1699959846-646","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","646","Ruben el profe","253,000","47,442,422","176","","2017"
"1699959846-647","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","647","Quimi13","820,000","47,318,741","319","Entertainment","2019"
"1699959846-648","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","648","Los K Morales","91,300","47,186,531","198","Music","2012"
"1699959846-649","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","649","Realidad Mental","129,000","47,060,379","65","Music","2011"
"1699959846-650","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","650","Barraganista","448,000","46,923,040","325","Comedy","2009"
"1699959846-651","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","651","Guaracha Sound","299,000","46,582,497","70","Music","2019"
"1699959846-652","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","652","Sebastiian Ayala","93,600","46,247,640","30","People & Blogs","2014"
"1699959846-653","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","653","CRUDO MEANS RAW","133,000","46,113,628","26","Music","2012"
"1699959846-654","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","654","Capi Leyton","315,000","45,985,088","515","People & Blogs","2013"
"1699959846-655","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","655","Systema Solar","87,900","45,743,991","149","Music","2013"
"1699959846-656","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","656","Merfus","328,000","45,696,628","437","People & Blogs","2011"
"1699959846-657","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","657","Loco Escrito","68,400","45,269,693","88","Music","2016"
"1699959846-658","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","658","Lil Lion Oficial","141,000","45,098,467","57","People & Blogs","2014"
"1699959846-659","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","659","Maqui015 Vlogs","562,000","44,951,350","291","People & Blogs","2015"
"1699959846-660","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","660","Tecnoandroid SINCELEJO","38,550","44,937,333","556","Entertainment","2015"
"1699959846-661","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","661","Calles de la Eterna","288,000","44,905,133","86","People & Blogs","2017"
"1699959846-662","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","662","MI VIEJOTECA BAILABLE","99,626","44,877,726","1,145","Entertainment","2013"
"1699959846-663","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","663","Zona Pentecostal","462,000","44,415,824","923","Education","2014"
"1699959846-664","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","664","fastbraintv","790,000","44,401,212","280","People & Blogs","2015"
"1699959846-665","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","665","Jorge Jerez El Artista","153,000","44,353,574","303","Music","2015"
"1699959846-666","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","666","Informativo Mega","345,000","44,165,742","1,514","Nonprofits & Activism","2015"
"1699959846-667","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","667","FrancoTv","581,000","44,014,964","156","Comedy","2013"
"1699959846-668","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","668","Pirlo 420","165,000","43,738,774","38","Music","2020"
"1699959846-669","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","669","Motorsport Daily","167,000","43,731,156","608","Sports","2013"
"1699959846-670","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","670","Apple Colombia","1,300,000","43,363,560","310","Science & Technology","2016"
"1699959846-671","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","671","Borkeando","285,000","42,969,394","66","Entertainment","2014"
"1699959846-672","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","672","Ani Ortiz","426,000","42,938,659","46","","2015"
"1699959846-673","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","673","Camila Dust","758,000","42,626,289","207","People & Blogs","2016"
"1699959846-674","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","674","INFORMATIVO G24","550,000","42,441,682","728","News & Politics","2015"
"1699959846-675","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","675","Mauro Martinez","201,000","42,319,622","426","Music","2006"
"1699959846-676","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","676","PATIO 4 MUSIC","156,000","42,259,542","70","Music","2012"
"1699959846-677","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","677","Bless Music","157,000","42,203,068","45","Music","2019"
"1699959846-678","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","678","Cumbialandia Romántica","179,000","42,178,517","141","Music","2016"
"1699959846-679","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","679","Adriana Sfeir","469,000","42,086,039","70","People & Blogs","2018"
"1699959846-680","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","680","TintoRec","149,000","41,902,513","375","Entertainment","2016"
"1699959846-681","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","681","Inténtalo Carito","289,000","41,872,312","43","Music","2012"
"1699959846-682","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","682","Roberto Tufiño TRAINER","104,000","41,825,122","98","Entertainment","2014"
"1699959846-683","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","683","Aerophon","101,000","41,536,919","136","Music","2008"
"1699959846-684","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","684","Carlos Andres Libreros Serna","42,000","41,522,260","639","Music","2006"
"1699959846-685","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","685","Daniel Parranda","223,000","41,514,519","65","Music","2014"
"1699959846-686","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","686","SergioGameplayerHD","201,000","41,335,469","231","Gaming","2007"
"1699959846-687","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","687","Franklin Cuentas","206,000","41,076,559","336","Music","2007"
"1699959846-688","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","688","Ubaldo Anaya Flórez","71,100","40,962,751","19,297","News & Politics","2008"
"1699959846-689","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","689","AnsiChan","489,000","40,908,565","188","Entertainment","2014"
"1699959846-690","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","690","Andrés Parra Official","203,000","40,477,284","53","Music","2008"
"1699959846-691","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","691","Profesor Sergio Llanos","376,000","40,420,890","397","Education","2014"
"1699959846-692","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","692","Halo y Ness LOL","239,000","40,418,327","558","Gaming","2017"
"1699959846-693","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","693","CristianEdits","161,000","40,310,443","258","Sports","2016"
"1699959846-694","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","694","Hestia","48,100","40,128,354","15","","2018"
"1699959846-695","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","695","Jaycob Duque","129,000","40,049,121","50","Music","2014"
"1699959846-696","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","696","Harbyn Agudelo Films","62,500","40,014,442","135","Music","2011"
"1699959846-697","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","697","DJKINGPANAMA","87,000","40,005,223","224","Entertainment","2017"
"1699959846-698","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","698","MIGUEL ANGEL IDROGO","233,000","39,987,662","2,938","People & Blogs","2016"
"1699959846-699","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","699","Delta Arquitectura","280,000","39,947,945","496","News & Politics","2011"
"1699959846-700","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","700","IrreverenTV","377,000","39,926,063","311","Comedy","2006"
"1699959846-701","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","701","CAROL INSPIRE AND CREATE","419,000","39,439,900","970","Education","2009"
"1699959846-702","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","702","LATINO TV INTERNACIONAL","368,000","39,375,782","900","News & Politics","2008"
"1699959846-703","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","703","IbrahimLatino","493,000","39,262,634","106","People & Blogs","2020"
"1699959846-704","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","704","Motorola Colombia","82,800","39,158,340","365","Science & Technology","2012"
"1699959846-705","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","705","Hackea La Vida","755,000","39,137,394","167","Entertainment","2016"
"1699959846-706","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","706","María Juliana","170,000","39,057,436","121","Music","2012"
"1699959846-707","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","707","Didier Cubillos","84,100","38,983,423","1,986","","2012"
"1699959846-708","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","708","Uso Carruso Oficial","219,000","38,806,706","740","People & Blogs","2017"
"1699959846-709","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","709","Cornspiration","271,000","38,733,344","812","Entertainment","2006"
"1699959846-710","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","710","AndersTV","214,000","38,705,283","28","People & Blogs","2012"
"1699959846-711","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","711","DobleFlex","982,000","38,608,821","45","Gaming","2020"
"1699959846-712","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","712","Seguros Bolivar","7,420","38,572,276","263","Entertainment","2011"
"1699959846-713","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","713","Mr. Carvajalino","171,000","38,147,222","583","News & Politics","2017"
"1699959846-714","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","714","Taller en Casa","429,000","37,905,667","507","People & Blogs","2007"
"1699959846-715","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","715","Sebastián GhoxT","217,000","37,718,349","166","Film & Animation","2007"
"1699959846-716","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","716","Palma Productions","140,000","37,712,326","49","Music","2017"
"1699959846-717","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","717","La Prof Lina M3","305,000","37,502,414","1,454","Education","2015"
"1699959846-718","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","718","Angie Koraz","516,000","37,486,061","50","Music","2018"
"1699959846-719","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","719","Magmar Oficial","196,000","37,371,306","95","Gaming","2012"
"1699959846-720","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","720","Yoky Barrios","131,000","37,333,092","68","Music","2014"
"1699959846-721","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","721","Saw Recopilación","399,751","37,252,866","147","Entertainment","2014"
